uniprot_id,Protein names,Gene names,Fasta headers,id,MCF10A_UT_1,MCF10A_UT_2,MCF10A_UT_3,MDA_MB_231_UT_1,MDA_MB_231_UT_2,MDA_MB_231_UT_3,HCC1937_UT_1,HCC1937_UT_2,HCC1937_UT_3,MCF10A_TR_1,MCF10A_TR_2,MCF10A_TR_3,MDA_MB_231_TR_1,MDA_MB_231_TR_2,MDA_MB_231_TR_3,HCC1937_TR_1,HCC1937_TR_2,HCC1937_TR_3
P11171,Protein 4.1,EPB41,"sp|P11171|41_HUMAN Protein 4.1 OS=Homo sapiens OX=9606 GN=EPB41 PE=1 SV=4;tr|A0A2R8YD30|A0A2R8YD30_HUMAN Erythrocyte membrane protein band 4.1 (Elliptocytosis 1, RH-linked), isoform CRA_e OS=Homo sapiens OX=9606 GN=EPB41 PE=1 SV=1;tr|A0A2U3TZH6|A0A2U3TZH6_",812,15742,16358,15735,10859,10161,10996,11514,11757,12627,29917,23992,27645,25859,26310,25596,22976,23590,25015
A0A2R8Y7Y4,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B,ANKRD44,tr|A0A2R8Y7Y4|A0A2R8Y7Y4_HUMAN Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B OS=Homo sapiens OX=9606 GN=ANKRD44 PE=1 SV=1;sp|Q8N8A2|ANR44_HUMAN Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B OS=Homo ,813,69477,60389,61474,78564,75418,79138,31383,26999,22744,55353,41095,46456,62936,57896,62624,14335,17565,19440
P62263,40S ribosomal protein S14,RPS14,sp|P62263|RS14_HUMAN 40S ribosomal protein S14 OS=Homo sapiens OX=9606 GN=RPS14 PE=1 SV=3;tr|A0A2R8Y811|A0A2R8Y811_HUMAN 40S ribosomal protein S14 (Fragment) OS=Homo sapiens OX=9606 GN=RPS14 PE=1 SV=1;tr|E5RH77|E5RH77_HUMAN 40S ribosomal protein S14 OS=Hom,815,6452400,5470700,5158700,5374300,4831200,5210800,5237700,4259900,4054600,5194800,3899800,4213600,3785400,3542600,3382600,3266400,3158100,3378400
A0A2R8Y851,40S ribosomal protein S29,RPS29,tr|A0A2R8Y851|A0A2R8Y851_HUMAN 40S ribosomal protein S29 OS=Homo sapiens OX=9606 GN=RPS29 PE=1 SV=1;sp|P62273|RS29_HUMAN 40S ribosomal protein S29 OS=Homo sapiens OX=9606 GN=RPS29 PE=1 SV=2;tr|A0A2R8Y6P7|A0A2R8Y6P7_HUMAN 40S ribosomal protein S29 (Fragment,816,507630,736810,453510,452220,318880,429980,259850,376280,312680,450960,308450,414650,589670,354000,299990,284900,346190,259160
A0A2R8Y855,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,SMARCE1,tr|A0A2R8Y855|A0A2R8Y855_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 OS=Homo sapiens OX=9606 GN=SMARCE1 PE=1 SV=1;tr|B4DGM3|B4DGM3_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of ,818,2283200,1982700,1912600,2260500,2138800,2283600,2111600,1794500,1931400,2649600,1980600,2248300,2487600,2353500,2365200,1952300,2025500,2083300
A0A2R8Y872,Putative ATP-dependent RNA helicase TDRD12,TDRD12,tr|A0A2R8Y872|A0A2R8Y872_HUMAN Putative ATP-dependent RNA helicase TDRD12 OS=Homo sapiens OX=9606 GN=TDRD12 PE=1 SV=1;sp|Q587J7|TDR12_HUMAN Putative ATP-dependent RNA helicase TDRD12 OS=Homo sapiens OX=9606 GN=TDRD12 PE=2 SV=2,819,0,0,0,0,0,0,0,0,0,1045.6,0,1312.9,0,169.13,1908.4,25800,23372,24035
A0A2R8Y891,"ATP-dependent 6-phosphofructokinase, muscle type",PFKM,"tr|A0A2R8Y891|A0A2R8Y891_HUMAN ATP-dependent 6-phosphofructokinase OS=Homo sapiens OX=9606 GN=PFKM PE=1 SV=1;sp|P08237|PFKAM_HUMAN ATP-dependent 6-phosphofructokinase, muscle type OS=Homo sapiens OX=9606 GN=PFKM PE=1 SV=2;tr|F8VZI0|F8VZI0_HUMAN ATP-depende",820,6602300,5814600,5312100,4226000,4057500,4134600,3363900,2994400,3061300,7914000,5690700,6502100,4570100,4563200,4335800,3288800,3149800,3412400
A0A2R8Y8C6,Autism susceptibility gene 2 protein,AUTS2,tr|A0A2R8Y8C6|A0A2R8Y8C6_HUMAN Autism susceptibility gene 2 protein OS=Homo sapiens OX=9606 GN=AUTS2 PE=1 SV=1;sp|Q8WXX7|AUTS2_HUMAN Autism susceptibility gene 2 protein OS=Homo sapiens OX=9606 GN=AUTS2 PE=1 SV=1;tr|A0A2R8Y568|A0A2R8Y568_HUMAN Autism susce,822,0,0,0,0,0,0,0,0,0,231750,151940,185710,202830,162980,136020,310620,301580,249640
A0A2R8Y8D9,Proline and serine-rich protein 3,PROSER3,tr|A0A2R8Y8D9|A0A2R8Y8D9_HUMAN Proline and serine-rich protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=PROSER3 PE=1 SV=1;sp|Q2NL68|PRSR3_HUMAN Proline and serine-rich protein 3 OS=Homo sapiens OX=9606 GN=PROSER3 PE=2 SV=1,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A2R8YCL5,Spastin,SPAST,tr|A0A2R8YCL5|A0A2R8YCL5_HUMAN Spastin (Fragment) OS=Homo sapiens OX=9606 GN=SPAST PE=1 SV=1;tr|A0A2U3TZR0|A0A2U3TZR0_HUMAN Spastin OS=Homo sapiens OX=9606 GN=SPAST PE=1 SV=1;sp|Q9UBP0|SPAST_HUMAN Spastin OS=Homo sapiens OX=9606 GN=SPAST PE=1 SV=1;tr|A0A2R,824,257410,239080,216820,161620,144820,158000,271920,258440,264410,120870,91411,117530,68381,68147,67867,122950,136380,127760
A0A2R8YCV2,Uncharacterized protein ZMYM6NB,ZMYM6NB,tr|A0A2R8YCV2|A0A2R8YCV2_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=4 SV=1;sp|Q8NCS4|TM35B_HUMAN Transmembrane protein 35B OS=Homo sapiens OX=9606 GN=TMEM35B PE=1 SV=1,825,6878,5602.5,4578.9,3527.6,2365.2,2476.8,7209.8,4742.3,3291,11031,5591.9,7059.8,4129.6,0,5470.4,7329.3,4449.9,5378.1
P68400,Casein kinase II subunit alpha;Casein kinase II subunit alpha 3,CSNK2A1;CSNK2A3,sp|P68400|CSK21_HUMAN Casein kinase II subunit alpha OS=Homo sapiens OX=9606 GN=CSNK2A1 PE=1 SV=1;tr|E7EU96|E7EU96_HUMAN Casein kinase II subunit alpha OS=Homo sapiens OX=9606 GN=CSNK2A1 PE=1 SV=1;tr|A0A2R8YD58|A0A2R8YD58_HUMAN Casein kinase II subunit alp,827,2993700,2670800,2540000,4147900,3549600,3841700,3815600,3332300,3521700,2634400,2221900,2292700,3487400,3011400,2921800,2787100,2727300,2975700
A0A2R8YD85,Dedicator of cytokinesis protein 10,DOCK10,tr|A0A2R8YD85|A0A2R8YD85_HUMAN Dedicator of cytokinesis protein 10 OS=Homo sapiens OX=9606 GN=DOCK10 PE=1 SV=1;sp|Q96BY6|DOC10_HUMAN Dedicator of cytokinesis protein 10 OS=Homo sapiens OX=9606 GN=DOCK10 PE=1 SV=3,828,519500,444680,441740,50236,39854,46137,23933,29439,24388,125350,90976,102300,9452.8,13195,14415,10720,9480,10822
H7BXF5,Histone deacetylase complex subunit SAP130,SAP130,tr|H7BXF5|H7BXF5_HUMAN Histone deacetylase complex subunit SAP130 OS=Homo sapiens OX=9606 GN=SAP130 PE=1 SV=1;tr|A0A2R8YDB8|A0A2R8YDB8_HUMAN Histone deacetylase complex subunit SAP130 OS=Homo sapiens OX=9606 GN=SAP130 PE=1 SV=1;sp|Q9H0E3|SP130_HUMAN Histon,829,117690,116740,116240,165650,160640,170440,206900,162390,187360,82366,64286,71848,112930,107300,91772,137740,142850,121310
A0A2R8YDN2,,,tr|A0A2R8YDN2|A0A2R8YDN2_HUMAN X-linked retinitis pigmentosa GTPase regulator OS=Homo sapiens OX=9606 GN=RPGR PE=1 SV=1,830,93693,21207,72834,30423,3362,31534,24087,40223,20039,95968,56107,106940,51092,8453.5,39213,20062,36789,23477
A0A2R8YDN7,,,tr|A0A2R8YDN7|A0A2R8YDN7_HUMAN Cation-transporting ATPase OS=Homo sapiens OX=9606 GN=ATP13A3 PE=1 SV=1,831,2203200,2019600,1731900,2467600,2322600,2474900,2346600,2189900,2234200,391880,282670,306630,476720,484080,435910,998670,964190,1017200
A0A2R8YDQ5,Zinc finger protein 746,ZNF746,tr|A0A2R8YDQ5|A0A2R8YDQ5_HUMAN Zinc finger protein 746 OS=Homo sapiens OX=9606 GN=ZNF746 PE=1 SV=1;sp|Q6NUN9|ZN746_HUMAN Zinc finger protein 746 OS=Homo sapiens OX=9606 GN=ZNF746 PE=1 SV=1;tr|C9JNZ9|C9JNZ9_HUMAN Zinc finger protein 746 OS=Homo sapiens OX=9,832,0,0,0,820.38,933.28,0,0,0,0,1245.7,1825.9,2255,1327.3,1944.6,1481.5,0,0,0
A0A2R8YF99,Protein FAM73A,FAM73A,tr|A0A2R8YF99|A0A2R8YF99_HUMAN Mitoguardin 1 OS=Homo sapiens OX=9606 GN=MIGA1 PE=1 SV=1;tr|A0A2R8YE40|A0A2R8YE40_HUMAN Mitoguardin 1 OS=Homo sapiens OX=9606 GN=MIGA1 PE=1 SV=1;tr|A0A2R8YFQ8|A0A2R8YFQ8_HUMAN Mitoguardin 1 OS=Homo sapiens OX=9606 GN=MIGA1 PE,833,0,0,0,0,0,0,0,0,0,1584.9,1785,1072.3,1733.4,1690,2095.3,1063.9,1917.7,2187.8
A0A2R8YE63,Epidermal growth factor receptor kinase substrate 8,EPS8,tr|A0A2R8YE63|A0A2R8YE63_HUMAN Epidermal growth factor receptor kinase substrate 8 OS=Homo sapiens OX=9606 GN=EPS8 PE=1 SV=1;sp|Q12929|EPS8_HUMAN Epidermal growth factor receptor kinase substrate 8 OS=Homo sapiens OX=9606 GN=EPS8 PE=1 SV=1;tr|A0A2R8Y4W2|A0,834,6096600,5851500,5091300,2528900,2452100,2548100,2773100,2439500,2368100,8100700,5970600,6590800,3681700,3443400,3381400,4361900,4324800,4421100
A0A2U3TZM1,Peripheral plasma membrane protein CASK,CASK,"tr|A0A2U3TZM1|A0A2U3TZM1_HUMAN Peripheral plasma membrane protein CASK OS=Homo sapiens OX=9606 GN=CASK PE=1 SV=1;tr|A0A2R8YE77|A0A2R8YE77_HUMAN Calcium/calmodulin-dependent serine protein kinase (MAGUK family), isoform CRA_c OS=Homo sapiens OX=9606 GN=CASK",835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A2R8YEL6,,,tr|A0A2R8YEL6|A0A2R8YEL6_HUMAN Glutamate--cysteine ligase catalytic subunit (Fragment) OS=Homo sapiens OX=9606 GN=GCLC PE=1 SV=1;tr|A0A2R8Y648|A0A2R8Y648_HUMAN Glutamate--cysteine ligase catalytic subunit OS=Homo sapiens OX=9606 GN=GCLC PE=1 SV=1,836,0,0,0,0,0,0,0,0,0,35174,18826,22608,3544,7225.4,6379,5635.8,8538,10711
A0A2R8YF49,,,tr|A0A2R8YF49|A0A2R8YF49_HUMAN Rho guanine nucleotide exchange factor 5 OS=Homo sapiens OX=9606 GN=ARHGEF5 PE=1 SV=1,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A2R8YFA9,Protein-methionine sulfoxide oxidase MICAL2,MICAL2,tr|A0A2R8YFA9|A0A2R8YFA9_HUMAN [F-actin]-monooxygenase MICAL2 OS=Homo sapiens OX=9606 GN=MICAL2 PE=1 SV=1;sp|O94851|MICA2_HUMAN [F-actin]-monooxygenase MICAL2 OS=Homo sapiens OX=9606 GN=MICAL2 PE=1 SV=1,839,422180,411920,369520,3915800,3499000,3847100,245350,356780,359110,415080,330760,360460,3655900,3569900,3538100,483850,541150,535290
A0A2R8YFD8,,,tr|A0A2R8YFD8|A0A2R8YFD8_HUMAN Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=1,840,3961.2,3697.5,2976.9,7743.8,7981.7,6680.9,4669.9,4663,4163.8,4544.2,3539.1,4429.7,7085.1,5430.1,4623.3,3423.4,2562.1,2808
A0A2R8YFH5,Protein transport protein Sec23B,SEC23B,tr|A0A2R8YFH5|A0A2R8YFH5_HUMAN Protein transport protein SEC23 OS=Homo sapiens OX=9606 GN=SEC23B PE=1 SV=1;sp|Q15437|SC23B_HUMAN Protein transport protein Sec23B OS=Homo sapiens OX=9606 GN=SEC23B PE=1 SV=2;tr|Q5QPE2|Q5QPE2_HUMAN Protein transport protein S,841,3544500,3570300,3155400,4279800,3856900,4116200,5032100,4806100,4765000,2879300,2180600,2379300,3264000,3033600,2597400,3332100,3289400,3262000
A0A2R8YFN3,O-acetyl-ADP-ribose deacetylase MACROD2,MACROD2,tr|A0A2R8YFN3|A0A2R8YFN3_HUMAN O-acetyl-ADP-ribose deacetylase MACROD2 OS=Homo sapiens OX=9606 GN=MACROD2 PE=1 SV=1;sp|A1Z1Q3|MACD2_HUMAN ADP-ribose glycohydrolase MACROD2 OS=Homo sapiens OX=9606 GN=MACROD2 PE=1 SV=2,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A2R8YFW3,F-box-like/WD repeat-containing protein TBL1Y,TBL1Y,tr|A0A2R8YFW3|A0A2R8YFW3_HUMAN F-box-like/WD repeat-containing protein TBL1X OS=Homo sapiens OX=9606 GN=TBL1X PE=1 SV=1;sp|Q9BQ87|TBL1Y_HUMAN F-box-like/WD repeat-containing protein TBL1Y OS=Homo sapiens OX=9606 GN=TBL1Y PE=2 SV=1,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1ALK7,Rho guanine nucleotide exchange factor 7,ARHGEF7,tr|B1ALK7|B1ALK7_HUMAN Rho guanine nucleotide exchange factor 7 OS=Homo sapiens OX=9606 GN=ARHGEF7 PE=1 SV=1;tr|A0A2R8YG42|A0A2R8YG42_HUMAN Rho guanine nucleotide exchange factor 7 OS=Homo sapiens OX=9606 GN=ARHGEF7 PE=1 SV=1;sp|Q14155|ARHG7_HUMAN Rho guan,844,1905600,1631300,1535300,1355600,1276900,1338800,1630700,1460600,1458700,3032500,2152700,2538500,2038200,2066900,1986200,2178600,2128400,2339800
A0A2R8YGD3,Rap guanine nucleotide exchange factor 2,RAPGEF2,tr|A0A2R8YGD3|A0A2R8YGD3_HUMAN Rap guanine nucleotide exchange factor 2 OS=Homo sapiens OX=9606 GN=RAPGEF2 PE=1 SV=1;sp|Q9Y4G8|RPGF2_HUMAN Rap guanine nucleotide exchange factor 2 OS=Homo sapiens OX=9606 GN=RAPGEF2 PE=1 SV=1,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A2R8YGH5,AP-1 complex subunit sigma-1A,AP1S1,tr|A0A2R8YGH5|A0A2R8YGH5_HUMAN AP complex subunit sigma OS=Homo sapiens OX=9606 GN=AP1S1 PE=1 SV=1;sp|P61966|AP1S1_HUMAN AP-1 complex subunit sigma-1A OS=Homo sapiens OX=9606 GN=AP1S1 PE=1 SV=1;tr|H7C1E4|H7C1E4_HUMAN AP complex subunit sigma (Fragment) OS=,846,435280,366780,339100,242070,209450,251730,484810,430630,433630,482210,305510,474280,263700,204120,226930,733900,727650,742580
E7EX21,Collagen alpha-1(XIII) chain,COL13A1,tr|E7EX21|E7EX21_HUMAN Collagen alpha-1(XIII) chain OS=Homo sapiens OX=9606 GN=COL13A1 PE=1 SV=1;tr|E7ES50|E7ES50_HUMAN Collagen alpha-1(XIII) chain OS=Homo sapiens OX=9606 GN=COL13A1 PE=1 SV=3;tr|A0A2R8YGI3|A0A2R8YGI3_HUMAN Collagen alpha-1(XIII) chain OS,847,11024,10311,9963.6,123220,121740,133580,16307,14268,17379,62816,47450,48292,507960,464390,501680,12549,45912,27883
A0A2R8YGX0,Transcriptional activator GLI3;Transcriptional repressor GLI3R,GLI3,tr|A0A2R8YGX0|A0A2R8YGX0_HUMAN Transcriptional activator GLI3 OS=Homo sapiens OX=9606 GN=GLI3 PE=1 SV=1;sp|P10071|GLI3_HUMAN Transcriptional activator GLI3 OS=Homo sapiens OX=9606 GN=GLI3 PE=1 SV=6,849,5557.4,7052.7,6225.7,2946,3025.1,2185.4,1740.4,0,0,0,0,0,0,0,0,0,0,0
Q5VWN6,Protein FAM208B,FAM208B,sp|Q5VWN6|F208B_HUMAN Protein FAM208B OS=Homo sapiens OX=9606 GN=FAM208B PE=1 SV=1;tr|A0A2R8YH03|A0A2R8YH03_HUMAN Protein FAM208B OS=Homo sapiens OX=9606 GN=FAM208B PE=1 SV=1,850,36134,35363,31805,43247,37755,37382,37166,33845,32927,50540,36016,40030,55982,64047,58476,39181,42140,38572
A0A2U3TZH3,Elongation factor 1-alpha 2,EEF1A2,tr|A0A2U3TZH3|A0A2U3TZH3_HUMAN Elongation factor 1-alpha OS=Homo sapiens OX=9606 GN=EEF1A2 PE=1 SV=1;sp|Q05639|EF1A2_HUMAN Elongation factor 1-alpha 2 OS=Homo sapiens OX=9606 GN=EEF1A2 PE=1 SV=1,851,161620,160570,144500,637740,488660,555300,7222900,7096100,6347800,236250,155980,175560,500830,492840,381930,5064300,4917300,4819600
E9PNW4,CD59 glycoprotein,CD59,tr|E9PNW4|E9PNW4_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=1 SV=1;tr|A0A2U3TZL5|A0A2U3TZL5_HUMAN CD59 glycoprotein (Fragment) OS=Homo sapiens OX=9606 GN=CD59 PE=4 SV=1;tr|E9PR17|E9PR17_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE,852,10501000,12666000,8634000,5404800,3854000,4216000,1616700,1752900,1435000,10030000,6815000,8124400,5317600,4915400,3445400,1281500,1819800,1335500
A0A2U3TZL8,,,tr|A0A2U3TZL8|A0A2U3TZL8_HUMAN Kinesin-like protein OS=Homo sapiens OX=9606 GN=KIF23 PE=1 SV=1,853,0,0,0,0,0,0,0,0,0,9758.9,7382,7143.7,6594.5,14073,6727.6,15419,24643,17127
A0A2U3TZN6,,,tr|A0A2U3TZN6|A0A2U3TZN6_HUMAN Peripheral plasma membrane protein CASK OS=Homo sapiens OX=9606 GN=CASK PE=1 SV=1,854,1094,966.4,0,2020.5,2113.2,2851.6,3517.5,4324.6,3865.4,905.91,0,0,0,0,0,985.05,1426.7,1880.3
A0A2U3TZT9,1-acylglycerol-3-phosphate O-acyltransferase ABHD5,ABHD5,tr|A0A2U3TZT9|A0A2U3TZT9_HUMAN 1-acylglycerol-3-phosphate O-acyltransferase ABHD5 OS=Homo sapiens OX=9606 GN=ABHD5 PE=1 SV=1;sp|Q8WTS1|ABHD5_HUMAN 1-acylglycerol-3-phosphate O-acyltransferase ABHD5 OS=Homo sapiens OX=9606 GN=ABHD5 PE=1 SV=1;tr|H7BZY9|H7BZY,856,26577,22090,23471,50619,45161,53126,22358,17947,19715,11454,9573.4,7818.5,16215,14105,13926,5668.8,5365.4,6588.3
A0A2U3TZV8,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1",PLCH1,"tr|A0A2U3TZV8|A0A2U3TZV8_HUMAN Phosphoinositide phospholipase C OS=Homo sapiens OX=9606 GN=PLCH1 PE=1 SV=1;sp|Q4KWH8|PLCH1_HUMAN 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1 OS=Homo sapiens OX=9606 GN=PLCH1 PE=1 SV=1",857,1841000,1395200,1281300,1452300,1148800,1268500,1210300,1042700,939920,2008900,1414600,1477800,1464900,1072100,1154100,1093700,1107700,1145400
A0A2U3U043,,,tr|A0A2U3U043|A0A2U3U043_HUMAN BTB/POZ domain-containing protein KCTD1 OS=Homo sapiens OX=9606 GN=KCTD1 PE=1 SV=1,858,119770,106440,103540,58111,57492,62908,204330,169300,176340,27536,22690,25066,3120,3016.4,2596.2,43638,38896,45901
A0A384DVU0,Neuropathy target esterase,PNPLA6,tr|A0A384DVU0|A0A384DVU0_HUMAN Neuropathy target esterase OS=Homo sapiens OX=9606 GN=PNPLA6 PE=1 SV=1;sp|Q8IY17|PLPL6_HUMAN Neuropathy target esterase OS=Homo sapiens OX=9606 GN=PNPLA6 PE=1 SV=3,859,532710,462250,436460,501360,451570,504960,556360,488370,478590,1525800,1110800,1210300,1189300,1179600,1155600,1194800,1166500,1257000
A0A3B3IPE9,Rho guanine nucleotide exchange factor 18,ARHGEF18,tr|A0A3B3IPE9|A0A3B3IPE9_HUMAN Rho guanine nucleotide exchange factor 18 OS=Homo sapiens OX=9606 GN=ARHGEF18 PE=1 SV=1;sp|Q6ZSZ5|ARHGI_HUMAN Rho guanine nucleotide exchange factor 18 OS=Homo sapiens OX=9606 GN=ARHGEF18 PE=1 SV=4;tr|A0A087WZG4|A0A087WZG4_HU,860,1974400,1738500,1643200,1622300,1506600,1506800,1670000,1432000,1474300,1989400,1413200,1573900,1550400,1555800,1483500,1420100,1373900,1487000
A0A3B3IRF8,Calsyntenin-3,CLSTN3,tr|A0A3B3IRF8|A0A3B3IRF8_HUMAN Calsyntenin-3 OS=Homo sapiens OX=9606 GN=CLSTN3 PE=1 SV=1;tr|A0A3B3ISW0|A0A3B3ISW0_HUMAN Calsyntenin-3 OS=Homo sapiens OX=9606 GN=CLSTN3 PE=1 SV=1;sp|Q9BQT9|CSTN3_HUMAN Calsyntenin-3 OS=Homo sapiens OX=9606 GN=CLSTN3 PE=1 SV=,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A3B3IRK8,Interferon-induced helicase C domain-containing protein 1,IFIH1,tr|A0A3B3IRK8|A0A3B3IRK8_HUMAN Interferon-induced helicase C domain-containing protein 1 OS=Homo sapiens OX=9606 GN=IFIH1 PE=1 SV=1;sp|Q9BYX4|IFIH1_HUMAN Interferon-induced helicase C domain-containing protein 1 OS=Homo sapiens OX=9606 GN=IFIH1 PE=1 SV=3,863,9443.2,7951,8412.7,17841,14431,17066,71566,61085,67626,12035,7631.1,10300,24412,18696,18198,97819,100170,109340
A0A3B3IRL5,Inosine-5-monophosphate dehydrogenase;Inosine-5-monophosphate dehydrogenase 1,IMPDH1,tr|A0A3B3IRL5|A0A3B3IRL5_HUMAN Inosine-5-monophosphate dehydrogenase (Fragment) OS=Homo sapiens OX=9606 GN=IMPDH1 PE=1 SV=1;tr|C9J381|C9J381_HUMAN Inosine-5-monophosphate dehydrogenase OS=Homo sapiens OX=9606 GN=IMPDH1 PE=1 SV=1;sp|P20839|IMDH1_HUMAN Ino,864,1484400,1362600,1267500,1324600,1298900,1382000,957690,885530,926790,952680,654740,761630,829100,721410,629330,517090,542770,503550
A0A3B3IRN8,"Cytochrome c oxidase subunit 7B, mitochondrial",COX7B,"tr|A0A3B3IRN8|A0A3B3IRN8_HUMAN Cytochrome c oxidase subunit 7B, mitochondrial OS=Homo sapiens OX=9606 GN=COX7B PE=1 SV=1;tr|A0A3B3ITX0|A0A3B3ITX0_HUMAN Cytochrome c oxidase subunit 7B, mitochondrial OS=Homo sapiens OX=9606 GN=COX7B PE=1 SV=1;sp|P24311|COX7",865,4102100,3573400,3437400,2733400,2486400,2792300,3555200,3126900,2952900,3906500,2977200,2897700,2191700,2135200,1954600,2569100,2612300,2436300
Q9HCM7,Fibrosin-1-like protein,FBRSL1,sp|Q9HCM7|FBSL_HUMAN Fibrosin-1-like protein OS=Homo sapiens OX=9606 GN=FBRSL1 PE=1 SV=4;tr|A0A3B3IRR3|A0A3B3IRR3_HUMAN Fibrosin-1-like protein OS=Homo sapiens OX=9606 GN=FBRSL1 PE=1 SV=1,867,192500,192040,169950,115520,150510,131030,194980,171790,188410,194910,105330,130560,120280,103190,83038,215940,248450,211060
A0A3B3IRS3,Guanylate-binding protein 7,GBP7,tr|A0A3B3IRS3|A0A3B3IRS3_HUMAN Guanylate-binding protein 7 (Fragment) OS=Homo sapiens OX=9606 GN=GBP7 PE=1 SV=1;sp|Q8N8V2|GBP7_HUMAN Guanylate-binding protein 7 OS=Homo sapiens OX=9606 GN=GBP7 PE=2 SV=2,868,4551.6,3252.4,5043.3,14700,12972,12904,64206,51090,52897,3005.1,2140.2,764.89,5536.3,7318.7,6849.6,22863,26391,23825
A0A3B3IRT3,,,tr|A0A3B3IRT3|A0A3B3IRT3_HUMAN TBC1 domain family member 4 OS=Homo sapiens OX=9606 GN=TBC1D4 PE=1 SV=1,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A3B3IRU2,,,"tr|A0A3B3IRU2|A0A3B3IRU2_HUMAN NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae), isoform CRA_b OS=Homo sapiens OX=9606 GN=SNU13 PE=1 SV=1",871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A3B3IRW4,Transcription factor Sp4,SP4,tr|A0A3B3IRW4|A0A3B3IRW4_HUMAN Transcription factor Sp4 OS=Homo sapiens OX=9606 GN=SP4 PE=1 SV=1;sp|Q02446|SP4_HUMAN Transcription factor Sp4 OS=Homo sapiens OX=9606 GN=SP4 PE=1 SV=2,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A3B3IRW6,Glutamine and serine-rich protein 1,QSER1,tr|A0A3B3IRW6|A0A3B3IRW6_HUMAN Glutamine and serine-rich protein 1 OS=Homo sapiens OX=9606 GN=QSER1 PE=1 SV=1;sp|Q2KHR3|QSER1_HUMAN Glutamine and serine-rich protein 1 OS=Homo sapiens OX=9606 GN=QSER1 PE=1 SV=3,873,118240,107590,113860,133100,132820,138460,118270,109760,112170,216610,142710,155360,219160,237240,191320,146150,173070,168150
A0A3B3IS46,Mediator of RNA polymerase II transcription subunit 13-like,MED13L,tr|A0A3B3IS46|A0A3B3IS46_HUMAN Mediator of RNA polymerase II transcription subunit 13 (Fragment) OS=Homo sapiens OX=9606 GN=MED13L PE=1 SV=1;tr|A0A3B3IRX3|A0A3B3IRX3_HUMAN Mediator of RNA polymerase II transcription subunit 13 OS=Homo sapiens OX=9606 GN=ME,874,0,1363.9,0,1334,880.67,1805.5,0,0,0,40858,27747,39891,43041,38946,38760,20946,22269,19979
A0A3B3IRY9,Syntaphilin,SNPH,tr|A0A3B3IRY9|A0A3B3IRY9_HUMAN Syntaphilin OS=Homo sapiens OX=9606 GN=SNPH PE=1 SV=1;sp|O15079|SNPH_HUMAN Syntaphilin OS=Homo sapiens OX=9606 GN=SNPH PE=1 SV=2,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H0YD09,Mitochondrial inner membrane protease subunit 1,IMMP1L,tr|H0YD09|H0YD09_HUMAN Mitochondrial inner membrane protease subunit 1 (Fragment) OS=Homo sapiens OX=9606 GN=IMMP1L PE=1 SV=1;tr|E9PIG6|E9PIG6_HUMAN Mitochondrial inner membrane protease subunit (Fragment) OS=Homo sapiens OX=9606 GN=IMMP1L PE=1 SV=1;tr|A0A,876,0,0,0,0,0,0,0,0,0,6438.3,5185,6333.5,2579.7,2349.7,1409.8,5361.2,3623.7,3092.8
